year,level_1,level_2,level_3,value
2015,Others,Females,"20",670
2015,Others,Females,"21",598
2015,Others,Females,"22",629
2015,Others,Females,"23",658
2015,Others,Females,"24",628
2015,Others,Females,"25",632
2015,Others,Females,"26",718
2015,Others,Females,"27",781
2015,Others,Females,"28",801
2015,Others,Females,"29",883
2015,Others,Females,"30",1064
2015,Others,Females,"31",1242
2015,Others,Females,"32",1418
2015,Others,Females,"33",1507
2015,Others,Females,"34",1674
2015,Others,Females,"35",1690
2015,Others,Females,"36",1794
2015,Others,Females,"37",1704
2015,Others,Females,"38",1788
2015,Others,Females,"39",1677
2015,Others,Females,"40",1782
2015,Others,Females,"41",1743
2015,Others,Females,"42",1693
2015,Others,Females,"43",1641
2015,Others,Females,"44",1632
2015,Others,Females,"45",1502
2015,Others,Females,"46",1425
2015,Others,Females,"47",1269
2015,Others,Females,"48",1268
2015,Others,Females,"49",1095
2015,Others,Females,"50",1002
2015,Others,Females,"51",945
2015,Others,Females,"52",882
2015,Others,Females,"53",760
2015,Others,Females,"54",751
2015,Others,Females,"55",697
2015,Others,Females,"56",601
2015,Others,Females,"57",511
2015,Others,Females,"58",498
2015,Others,Females,"59",437
2015,Others,Females,"60",415
2015,Others,Females,"61",347
2015,Others,Females,"62",334
2015,Others,Females,"63",299
2015,Others,Females,"64",236
2015,Others,Females,"65",270
2015,Others,Females,"66",244
2015,Others,Females,"67",235
2015,Others,Females,"68",223
2015,Others,Females,"69",129
2015,Others,Females,"70",100
2015,Others,Females,"71",88
2015,Others,Females,"72",114
2015,Others,Females,"73",109
2015,Others,Females,"74",110
2015,Others,Females,"75",121
2015,Others,Females,"76",98
2015,Others,Females,"77",90
2015,Others,Females,"78",108
2015,Others,Females,"79",95
2015,Others,Females,"80",91
2015,Others,Females,"81",76
2015,Others,Females,"82",72
2015,Others,Females,"83",64
2015,Others,Females,"84",85
2015,Others,Females,"85",51
2015,Others,Females,"86",63
2015,Others,Females,"87",51
2015,Others,Females,"88",50
2015,Others,Females,"89",28
2015,Others,Females,"90",18
2015,Others,Females,"91",24
2015,Others,Females,"92",17
2015,Others,Females,"93",16
2015,Others,Females,"94",12
2015,Others,Females,"95",9
2015,Others,Females,"96",8
2015,Others,Females,"97",9
2015,Others,Females,"98",6
2015,Others,Females,"99",2
2015,Others,Females,"100 & Over",15
